entity,age-months
src/TMS.Layer/Factories/Factory.cs,0
src/TMS.LayerInterface/TMS.LayerInterface.xproj,0
src/TMS.Database/Converters/Activities/ActivityEntityToActivityConverter.cs,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.LayerInterface.pdb,0
src/TMS.Database/Commands/Areas/GetAreaCommand.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.dll,0
src/TMS.Web/wwwroot/lib/jquery/dist/jquery.min.js,0
src/TMS.Database.Tests/Converters/Tags/MockExtensions.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/UserGroups/IListUserGroupsCommand.cs,0
src/TMS.ApplicationLayer/Tags/Data/CreateTagPageModelInitialiserData.cs,0
src/TMS.ServiceLayer/TMS.ServiceLayer.xproj.user,0
src/Utilities/Utility.StructureMap/project.lock.json,0
src/TMS.Web.Tests/Integration/TagControllerIntegrationTests.cs,0
src/TMS.ModelLayer/Areas/Area.cs,0
src/Utilities/Utility.StructureMap/ObjectComposer.cs,0
src/TMS.Web/Controllers/ActivitiesController.cs,0
src/TMS.ModelLayer/Activities/Factories/PersistableActivityFactory.cs,0
src/TMS.Web/wwwroot/fonts/glyphicons-halflings-regular.eot,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.Tests.pdb,0
src/TMS.Web.Tests/project.json,0
src/TMS.Database/Factories/Activities/ListActivitiesCommandFactory.cs,0
src/TMS.Database.Tests/obj/Debug/netcoreapp1.0/dotnet-compile-csc.rsp,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/IDeleteAreaCommand.cs,0
src/TMS.Web/Views/Account/VerifyCode.cshtml,0
src/TMS.Web/wwwroot/built/main.bundle.js.map,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayer.dll,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.pdb,0
src/TMS.RepositoryLayerInterface/Properties/AssemblyInfo.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.dll,0
src/TMS.Database/Factories/Areas/GetAreaCommandFactory.cs,0
src/TMS.Web.Tests/TMS.Web.Tests.xproj.user,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ViewModelLayer.dll,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.dll,0
src/TMS.ModelLayer/Tags/Decorators/DeletedTag.cs,0
src/TMS.Web/wwwroot/fonts/glyphicons-halflings-regular.woff2,0
src/TMS.Web/wwwroot/lib/jquery/dist/jquery.js,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.Layer.pdb,0
src/TMS.Web/package.json,0
src/TMS.Web.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.rsp,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/fonts/glyphicons-halflings-regular.eot,0
src/TMS.ModelLayerInterface/Areas/Decorators/IPersistableArea.cs,0
src/TMS.Web/wwwroot/lib/jquery-validation/dist/additional-methods.min.js,0
src/TMS.Database/Converters/Areas/AreaEntityToPersistableAreaConverter.cs,0
src/TMS.LayerInterface/Properties/AssemblyInfo.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Web.Tests.deps.json,0
src/TMS.ApplicationLayer.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.assemblyinfo.cs,0
src/TMS.ModelLayer/Areas/Factories/AreaFactory.cs,0
src/TMS.Web/app/activities/edit-activity.js,0
src/TMS.Database.Tests/Commands/Tags/ListPersistableTagsCommandTests.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/ITagLinkExistsCommand.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayerInterface.dll,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Database.dll,0
src/TMS.Web/Views/Activities/Delete.cshtml,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-theme.css,0
src/TMS.Web/wwwroot/built/glyphicons-halflings-regular.svg,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.pdb,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/Converters/IAreaDataReaderConverter.cs,0
src/TMS.LayerInterface/IModule.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.dll,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.Tests.pdb,0
src/TMS.Database/Entities/People/PersonEntity.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap.css,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/Converters/IPersistableActivityDataReaderConverter.cs,0
src/TMS.ModelLayer/project.json,0
src/Utilities/Utility.StructureMap/Utility.StructureMap.xproj.user,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/Factories/IUpdateAreaCommandFactory.cs,0
src/TMS.RepositoryLayer/Repositories/FilterableRepository.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/LICENSE,0
src/TMS.Layer/Factories/FactoryRegistrar.cs,0
src/TMS.Web/Views/Account/ForgotPassword.cshtml,0
src/TMS.ModelLayerInterface/project.json,0
src/TMS.Database/Factories/Areas/SaveAreaCommandFactory.cs,0
src/TMS.Web/.bootstraprc,0
src/TMS.Web/Views/Manage/SetPassword.cshtml,0
src/TMS.Web/Views/Tag/CreateForActivity.cshtml,0
src/TMS.Database/Entities/Areas/AreaEntity.cs,0
src/TMS.Web/wwwroot/lib/jquery-validation/.bower.json,0
src/TMS.Web/wwwroot/js/site.js,0
src/TMS.ServiceLayer/Properties/AssemblyInfo.cs,0
src/TMS.ViewModelLayer/Models/Tags/TagListFilterData.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Web.Tests.pdb,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.Tests.runtimeconfig.dev.json,0
src/TMS.ModelLayer/Areas/Factories/PersistableAreaFactory.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayerInterface.dll,0
global.json,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.pdb,0
src/TMS.ViewModelLayer/Models/Tags/Pages/CreateTagPageModel.cs,0
src/TMS.Web/Startup.cs,0
src/TMS.Database/Converters/Areas/AreaEntityToAreaConverter.cs,0
src/TMS.ModelLayer/Activities/Factories/ActivityTaggedFactory.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap.min.css,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayer.dll,0
src/TMS.ApplicationLayer.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.rsp,0
src/TMS.RepositoryLayerInterface/TMS.RepositoryLayerInterface.xproj.user,0
src/TMS.ModelLayerInterface/obj/Debug/netstandard1.6/.IncrementalCache,0
src/TMS.Database.Tests/Converters/Tags/TagEntityToTagConverterFixture.cs,0
src/TMS.Web/Views/Areas/Create.cshtml,0
src/TMS.Web.Tests/TMS.Web.Tests.xproj,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.Tests.runtimeconfig.dev.json,0
src/TMS.Web/app/main.min.js.map,0
src/TMS.Layer/obj/Debug/netstandard1.6/dotnet-compile-csc.rsp,0
src/TMS.ModelLayer/Activities/Factories/ActivityAreaFactory.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.Tests.runtimeconfig.json,0
src/TMS.Layer/obj/Debug/netstandard1.6/dotnet-compile.rsp,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Web.dll,0
src/TMS.ServiceLayer.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.rsp,0
src/TMS.ApplicationLayer/Tags/Data/EditTagPageModelInitialiserData.cs,0
src/TMS.Database/DatabaseServicesInitialiser.cs,0
src/TMS.Layer/Exceptions/IdentifierNotSpecifiedException.cs,0
src/TMS.Database/Entities/Tags/TagEntity.cs,0
.gitignore,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.LayerInterface.pdb,0
src/TMS.Web/Views/Manage/AddPhoneNumber.cshtml,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/IGetTagCommand.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ViewModelLayer.pdb,0
src/TMS.Database/Factories/GetByIdCommandFactory.cs,0
src/TMS.Web/Views/Account/ResetPassword.cshtml,0
src/TMS.Layer/Factories/DecoratorFactory.cs,0
src/TMS.Web/Views/Areas/Edit.cshtml,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ViewModelLayer.pdb,0
src/TMS.Database/Factories/Activities/SavePersistableActivityCommandFactory.cs,0
src/TMS.Web/Views/Areas/Delete.cshtml,0
src/Utilities/Utility.StructureMap/project.json,0
src/TMS.Web/bundleconfig.json,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Web.Tests.runtimeconfig.json,0
src/TMS.ModelLayer/People/Factories/PersonKeyFactory.cs,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.Layer.dll,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Web.pdb,0
src/TMS.ModelLayer/People/Factories/PersonFactory.cs,0
src/TMS.Web/bower.json,0
src/TMS.RepositoryLayer/Repositories/PersistableRepository.cs,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.Tests.deps.json,0
src/TMS.LayerInterface/IModelInitialiser.cs,0
src/TMS.ApplicationLayer/Areas/AreaDetailsPageModelInitialiser.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/IDeleteActivityCommand.cs,0
src/TMS.Database/Factories/People/ListAreasForPersonCommandFactory.cs,0
src/TMS.ViewModelLayer/Models/Tags/TagListItemViewModel.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/UserGroups/ISaveUserGroupCommand.cs,0
src/TMS.ApplicationLayer.Tests/Tags/EditTagPageModelInitialiserTests.cs,0
src/TMS.ServiceLayer/obj/Debug/netstandard1.6/dotnet-compile-csc.rsp,0
src/TMS.Database/Converters/Tags/TagEntityToTagConverter.cs,0
src/TMS.Database/Commands/Activities/GetActivityCommand2.cs,0
src/TMS.Database.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.assemblyinfo.cs,0
src/TMS.ServiceLayer/obj/Debug/netstandard1.6/dotnet-compile.assemblyinfo.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-theme.min.css.map,0
src/TMS.Web/Migrations/20160727205052_Updates.cs,0
src/TMS.ServiceLayer.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.assemblyinfo.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayerInterface.dll,0
src/TMS.ApplicationLayer.Tests/obj/Debug/netcoreapp1.0/.IncrementalCache,0
src/TMS.RepositoryLayerInterface/CommandObjects/People/IGetPersonCommand.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.Tests.dll,0
src/TMS.ModelLayer/People/Factories/PersistablePersonFactory.cs,0
src/TMS.Web/webpack.config.js,0
src/TMS.RepositoryLayer/project.json,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/fonts/glyphicons-halflings-regular.woff,0
src/TMS.Web/Data/MainContext.cs,0
src/TMS.ApplicationLayer.Tests/TMS.ApplicationLayer.Tests.xproj,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/fonts/glyphicons-halflings-regular.svg,0
src/TMS.ViewModelLayer/Models/Areas/AreaViewModel.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/Factories/IGetAreaCommandFactory.cs,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.Tests.deps.json,0
src/TMS.Web/Views/Account/ExternalLoginConfirmation.cshtml,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Web.dll,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayer.pdb,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayer.dll,0
src/TMS.RepositoryLayer/project.lock.json,0
src/TMS.Layer/Attributes/LinkToTypeAttribute.cs,0
src/TMS.Database.Tests/obj/Debug/netcoreapp1.0/.SDKVersion,0
src/TMS.Layer/Data/IDecoratedData.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/Factories/IListAreasCommandFactory.cs,0
src/TMS.RepositoryLayerInterface/project.lock.json,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayerInterface.pdb,0
src/TMS.Web/Migrations/20160727205052_Updates.Designer.cs,0
src/TMS.ApplicationLayer.Tests/TMS.ApplicationLayer.Tests.xproj.user,0
src/TMS.ServiceLayer.Tests/obj/Debug/netcoreapp1.0/.IncrementalCache,0
src/TMS.Web/DependencyResolution/Conventions/SingletonConvention.cs,0
src/TMS.ViewModelLayer/Models/Areas/AreaListItemViewModel.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/fonts/glyphicons-halflings-regular.ttf,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap.min.css.map,0
src/TMS.Layer/Factories/IFactory.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/IDeleteTagCommand.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayer.pdb,0
src/TMS.ApplicationLayer.Tests/project.lock.json,0
src/TMS.ApplicationLayer/Tags/CreateTagPageModelInitialiser.cs,0
src/TMS.ApplicationLayer.Tests/Tags/CreateTagPageModelInitialiserTests.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/Tags/IDeleteTagFromActivityCommand.cs,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.LayerInterface.dll,0
src/TMS.Database.SQL/TMS.Database.SQL.sqlproj.user,0
src/TMS.ServiceLayer.Tests/project.json,0
src/TMS.ModelLayer/Activities/Factories/ActivityFactory.cs,0
src/TMS.ApplicationLayer/Activities/EditActivityPageModelInitialiser.cs,0
src/TMS.Database.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.rsp,0
src/TMS.Web.Tests/project.lock.json,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-theme.min.css,0
src/TMS.Database.Tests/Converters/Tags/TagEntityToTagConverterTests.cs,0
src/TMS.RepositoryLayerInterface/project.json,0
src/TMS.Web/.babelrc,0
src/TMS.ModelLayer/Areas/Factories/AreaWithPeopleFactory.cs,0
src/TMS.ModelLayer/Areas/Factories/PersistableActivitiesAreaFactory.cs,0
src/TMS.Web/Controllers/HomeController.cs,0
Logging/TMS.Web.txt,0
src/TMS.ServiceLayer/bin/Debug/netstandard1.6/TMS.ServiceLayer.pdb,0
src/TMS.RepositoryLayerInterface/CommandObjects/People/ISavePersonCommand.cs,0
src/TMS.ServiceLayer.Tests/project.lock.json,0
src/TMS.Web/wwwroot/lib/jquery-validation/dist/additional-methods.js,0
src/TMS.ServiceLayer/TMS.ServiceLayer.xproj,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/IGetAreaCommand.cs,0
src/TMS.Database/IDatabaseContext.cs,0
src/TMS.Web/Views/Manage/VerifyPhoneNumber.cshtml,0
src/TMS.ApplicationLayer/Activities/ActivityCreator.cs,0
src/TMS.Web.Tests/obj/Debug/netcoreapp1.0/dotnet-compile.assemblyinfo.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.Tests.deps.json,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.Tests.dll,0
src/TMS.ModelLayerInterface/project.lock.json,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayerInterface.pdb,0
src/TMS.Web/wwwroot/js/site.min.js,0
src/TMS.ViewModelLayer/project.json,0
src/TMS.Web/wwwroot/lib/jquery-validation/LICENSE.md,0
src/TMS.ModelLayerInterface/Tags/Data/TagKeyData.cs,0
src/TMS.Database.Tests/TMS.Database.Tests.xproj,0
src/TMS.Web/wwwroot/lib/jquery/dist/jquery.min.map,0
src/TMS.ServiceLayer/project.lock.json,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayerInterface.pdb,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/ITagsCommandFactory.cs,0
src/TMS.Database/project.lock.json,0
src/TMS.ApplicationLayer.Tests/project.json,0
src/TMS.LayerInterface/Activities/Reminders/Reminders/IReminderData.cs,0
src/TMS.Database/Factories/Activities/DeleteActivityCommandFactory.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/ISaveTagsCommand.cs,0
src/TMS.Web/wwwroot/built/bundle.css.map,0
src/TMS.Web/Views/Shared/_Layout.cshtml,0
src/TMS.ApplicationLayer/Areas/AreaEditPageModelInitialiser.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/People/IDeletePersonCommand.cs,0
src/TMS.ServiceLayer.Tests/TMS.ServiceLayer.Tests.xproj,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/IListActivitiesCommand.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.LayerInterface.pdb,0
src/TMS.ServiceLayer.Tests/Properties/AssemblyInfo.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-theme.css.map,0
src/TMS.Database.Tests/TMS.Database.Tests.xproj.user,0
src/TMS.Web/Views/Shared/Components/TagList/Default.cshtml,0
src/TMS.ApplicationLayer/Tags/EditTagPageModelInitialiser.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/UserGroups/IDeleteUserGroupCommand.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Web.Tests.dll,0
src/TMS.Web/Views/Activities/Edit.cshtml,0
src/TMS.Layer/Repositories/IComposedRepository.cs,0
src/TMS.Web/DependencyResolution/IoC.cs,0
src/TMS.Database/Factories/Areas/GetPersistableAreaCommandFactory.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.Database.pdb,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.LayerInterface.dll,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayerInterface.dll,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.RepositoryLayer.pdb,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayer.dll,0
src/TMS.Web/wwwroot/_references.js,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/ISaveAreaCommand.cs,0
src/TMS.Database/Entities/Activities/ActivityEntity.cs,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.pdb,0
src/TMS.ModelLayer/Areas/Decorators/PersistableArea.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/People/IListPeopleCommand.cs,0
src/TMS.ModelLayerInterface/Areas/IArea.cs,0
src/TMS.Web/Views/Account/Register.cshtml,0
src/TMS.Web.Tests/Tags/TagControllerTests.cs,0
src/TMS.ModelLayer/Activities/ActivityKey.cs,0
src/TMS.Web/wwwroot/fonts/glyphicons-halflings-regular.ttf,0
src/TMS.Database/Factories/People/GetPersonCommandFactory.cs,0
src/TMS.ApplicationLayer/Areas/AreaCreator.cs,0
src/TMS.Web/wwwroot/lib/jquery-validation/dist/jquery.validate.min.js,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/Tags/IActivityTagLinkExistsCommand.cs,0
src/TMS.Web.Tests/Properties/AssemblyInfo.cs,0
src/TMS.Web/project.lock.json,0
src/TMS.RepositoryLayerInterface/CommandObjects/UserGroups/IUserGroupCommandFactory.cs,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.Tests.runtimeconfig.json,0
src/TMS.ServiceLayer.Tests/obj/Debug/netcoreapp1.0/.SDKVersion,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.Tests.runtimeconfig.dev.json,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.pdb,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/IGetActivityCommand.cs,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayerInterface.pdb,0
src/TMS.ModelLayerInterface/obj/Debug/netstandard1.6/dotnet-compile.rsp,0
